Timestamp,TrafficCount
2020-01-23 22:30:00,2290.00
2020-01-23 23:30:00,1650.00
2020-01-24 00:30:00,1452.00
2020-01-24 01:30:00,1550.00
2020-01-24 02:30:00,614.00
2020-01-24 03:30:00,480.00
2020-01-24 04:30:00,790.00
2020-01-24 05:30:00,1296.00
2020-01-24 06:30:00,1673.00
2020-01-24 07:30:00,3989.00
2020-01-24 08:30:00,10633.00
2020-01-24 09:30:00,28351.00
2020-01-24 10:30:00,45847.00
2020-01-24 11:30:00,50883.00
2020-01-24 12:30:00,16492.00
2020-01-24 13:30:00,13566.00
2020-01-24 14:30:00,14750.00
2020-01-24 15:30:00,12137.00
2020-01-24 16:30:00,10018.00
2020-01-24 17:30:00,8721.00
2020-01-24 18:30:00,7211.00
2020-01-24 19:30:00,4098.00
2020-01-24 20:30:00,2157.00
2020-01-24 21:30:00,1179.00
2020-01-24 22:30:00,957.00
2020-01-24 23:30:00,735.00
2020-01-25 00:30:00,273.00
2020-01-25 01:30:00,75.00
2020-01-25 02:30:00,193.00
2020-01-25 03:30:00,26.00
2020-01-25 04:30:00,53.00
2020-01-25 05:30:00,156.00
2020-01-25 06:30:00,98.00
2020-01-25 07:30:00,291.00
2020-01-25 08:30:00,292.00
2020-01-25 09:30:00,1020.00
2020-01-25 10:30:00,1155.00
2020-01-25 11:30:00,1348.00
2020-01-25 12:30:00,1484.00
2020-01-25 13:30:00,770.00
2020-01-25 14:30:00,1052.00
2020-01-25 15:30:00,990.00
2020-01-25 16:30:00,730.00
2020-01-25 17:30:00,1105.00
2020-01-25 18:30:00,983.00
2020-01-25 19:30:00,645.00
2020-01-25 20:30:00,1038.00
2020-01-25 21:30:00,1163.00
2020-01-25 22:30:00,78.00
2020-01-25 23:30:00,212.00
2020-01-26 00:30:00,40.00
2020-01-26 01:30:00,24.00
2020-01-26 02:30:00,22.00
2020-01-26 03:30:00,74.00
2020-01-26 04:30:00,26.00
2020-01-26 05:30:00,186.00
2020-01-26 06:30:00,42.00
2020-01-26 07:30:00,159.00
2020-01-26 08:30:00,38.00
2020-01-26 09:30:00,137.00
2020-01-26 10:30:00,283.00
2020-01-26 11:30:00,174.00
2020-01-26 12:30:00,279.00
2020-01-26 13:30:00,106.00
2020-01-26 14:30:00,281.00
2020-01-26 15:30:00,220.00
2020-01-26 16:30:00,247.00
2020-01-26 17:30:00,273.00
2020-01-26 18:30:00,312.00
2020-01-26 19:30:00,378.00
2020-01-26 20:30:00,391.00
2020-01-26 21:30:00,585.00
2020-01-26 22:30:00,1092.00
2020-01-26 23:30:00,591.00
2020-01-27 00:00:00,591.00
2020-01-27 00:30:00,177.00
2020-01-27 01:30:00,54.00
2020-01-27 02:30:00,630.00
2020-01-27 03:30:00,104.00
2020-01-27 04:30:00,229.00
2020-01-27 05:30:00,604.00
2020-01-27 06:30:00,459.00
2020-01-27 07:30:00,1201.00
2020-01-27 08:30:00,4929.00
2020-01-27 09:30:00,10575.00
2020-01-27 10:30:00,19226.00
2020-01-27 11:30:00,22354.00
2020-01-27 12:30:00,12963.00
2020-01-27 13:30:00,18882.00
2020-01-27 14:30:00,18978.00
2020-01-27 15:30:00,14500.00
2020-01-27 16:30:00,12747.00
2020-01-27 17:30:00,8000.00
2020-01-27 18:30:00,5748.00
2020-01-27 19:30:00,3864.00
2020-01-27 20:30:00,2333.00
2020-01-27 21:30:00,1671.00
2020-01-27 22:30:00,1062.00
2020-01-27 23:30:00,730.00
2020-01-28 00:30:00,287.00
2020-01-28 01:30:00,586.00
2020-01-28 02:30:00,259.00
2020-01-28 03:30:00,100.00
2020-01-28 04:30:00,42.00
2020-01-28 05:30:00,416.00
2020-01-28 06:30:00,508.00
2020-01-28 07:30:00,3715.00
2020-01-28 08:30:00,11569.00
2020-01-28 09:30:00,32812.00
2020-01-28 10:30:00,57912.00
2020-01-28 11:30:00,57920.00
2020-01-28 12:30:00,36753.00
2020-01-28 13:30:00,36332.00
2020-01-28 14:30:00,67709.00
2020-01-28 15:30:00,53326.00
2020-01-28 16:30:00,28977.00
2020-01-28 17:30:00,21362.00
2020-01-28 18:30:00,13204.00
2020-01-28 19:30:00,7271.00
2020-01-28 20:30:00,5412.00
2020-01-28 21:30:00,3366.00
2020-01-28 22:30:00,2418.00
2020-01-28 23:30:00,1598.00
2020-01-29 00:30:00,751.00
2020-01-29 01:30:00,301.00
2020-01-29 02:30:00,400.00
2020-01-29 03:30:00,263.00
2020-01-29 04:30:00,640.00
2020-01-29 05:30:00,789.00
2020-01-29 06:30:00,902.00
2020-01-29 07:30:00,3080.00
2020-01-29 08:30:00,7548.00
2020-01-29 09:30:00,16324.00
2020-01-29 10:30:00,27762.00
2020-01-29 11:30:00,37382.00
2020-01-29 12:30:00,28917.00
2020-01-29 13:30:00,33851.00
2020-01-29 14:30:00,39130.00
2020-01-29 15:30:00,30129.00
2020-01-29 16:30:00,28605.00
2020-01-29 17:30:00,21211.00
2020-01-29 18:30:00,14628.00
2020-01-29 19:30:00,7809.00
2020-01-29 20:30:00,5129.00
2020-01-29 21:30:00,5841.00
2020-01-29 22:30:00,2739.00
2020-01-29 23:30:00,1168.00
2020-01-30 00:30:00,544.00
2020-01-30 01:30:00,651.00
2020-01-30 02:30:00,339.00
2020-01-30 03:30:00,232.00
2020-01-30 04:30:00,317.00
2020-01-30 05:30:00,815.00
2020-01-30 06:30:00,358.00
2020-01-30 07:30:00,1100.00
2020-01-30 08:30:00,3025.00
2020-01-30 09:30:00,6309.00
2020-01-30 10:30:00,11269.00
2020-01-30 11:30:00,12526.00
2020-01-30 12:30:00,9999.00
2020-01-30 13:30:00,10471.00
2020-01-30 14:30:00,13108.00
2020-01-30 15:30:00,9376.00
2020-01-30 16:30:00,8639.00
2020-01-30 17:30:00,5820.00
2020-01-30 18:30:00,3393.00
2020-01-30 19:30:00,8998.00
2020-01-30 20:30:00,5970.00
2020-01-30 21:30:00,4107.00
2020-01-30 22:30:00,3923.00
2020-01-30 23:30:00,2472.00
2020-01-31 00:30:00,1161.00
2020-01-31 01:30:00,645.00
2020-01-31 02:30:00,831.00
2020-01-31 03:30:00,556.00
2020-01-31 04:30:00,1427.00
2020-01-31 05:30:00,1051.00
2020-01-31 06:30:00,864.00
2020-01-31 07:30:00,4353.00
2020-01-31 08:30:00,10232.00
2020-01-31 09:30:00,21852.00
2020-01-31 10:30:00,37863.00
2020-01-31 11:30:00,36079.00
2020-01-31 12:30:00,24861.00
2020-01-31 13:30:00,28332.00
2020-01-31 14:30:00,32294.00
2020-01-31 15:30:00,23005.00
2020-01-31 16:30:00,21279.00
2020-01-31 17:30:00,13542.00
2020-01-31 18:30:00,9496.00
2020-01-31 19:30:00,6625.00
2020-01-31 20:30:00,3396.00
2020-01-31 21:30:00,1684.00
2020-01-31 22:30:00,559.00
2020-01-31 23:30:00,429.00
2020-02-01 00:30:00,286.00
2020-02-01 01:30:00,221.00
2020-02-01 02:30:00,236.00
2020-02-01 03:30:00,149.00
2020-02-01 04:30:00,56.00
2020-02-01 05:30:00,211.00
2020-02-01 06:30:00,259.00
2020-02-01 07:30:00,212.00
2020-02-01 08:30:00,237.00
2020-02-01 09:30:00,373.00
2020-02-01 10:30:00,544.00
2020-02-01 11:30:00,308.00
2020-02-01 12:30:00,539.00
2020-02-01 13:30:00,506.00
2020-02-01 14:30:00,364.00
2020-02-01 15:30:00,449.00
2020-02-01 16:30:00,505.00
2020-02-01 17:30:00,996.00
2020-02-01 18:30:00,795.00
2020-02-01 19:30:00,1231.00
2020-02-01 20:30:00,555.00
2020-02-01 21:30:00,980.00
2020-02-01 22:30:00,830.00
2020-02-01 23:30:00,592.00
2020-02-02 00:30:00,433.00
2020-02-02 01:30:00,298.00
2020-02-02 02:30:00,369.00
2020-02-02 03:30:00,83.00
2020-02-02 04:30:00,72.00
2020-02-02 05:30:00,393.00
2020-02-02 06:30:00,248.00
2020-02-02 07:30:00,158.00
2020-02-02 08:30:00,262.00
2020-02-02 09:30:00,169.00
2020-02-02 10:30:00,267.00
2020-02-02 11:30:00,371.00
2020-02-02 12:30:00,175.00
2020-02-02 13:30:00,343.00
2020-02-02 14:30:00,345.00
2020-02-02 15:30:00,264.00
2020-02-02 16:30:00,384.00
2020-02-02 17:30:00,373.00
2020-02-02 18:30:00,794.00
2020-02-02 19:30:00,394.00
2020-02-02 20:30:00,453.00
2020-02-02 21:30:00,519.00
2020-02-02 22:30:00,351.00
2020-02-02 23:30:00,226.00
2020-02-03 00:00:00,226.00
2020-02-03 00:30:00,253.00
2020-02-03 01:30:00,430.00
2020-02-03 02:30:00,320.00
2020-02-03 03:30:00,61.00
2020-02-03 04:30:00,170.00
2020-02-03 05:30:00,410.00
2020-02-03 06:30:00,1715.00
2020-02-03 07:30:00,7151.00
2020-02-03 08:30:00,23007.00
2020-02-03 09:30:00,38202.00
2020-02-03 10:30:00,48400.00
2020-02-03 11:30:00,51732.00
2020-02-03 12:30:00,49840.00
2020-02-03 13:30:00,48296.00
2020-02-03 14:30:00,51504.00
2020-02-03 15:30:00,47353.00
2020-02-03 16:30:00,29297.00
2020-02-03 17:30:00,20724.00
2020-02-03 18:30:00,15797.00
2020-02-03 19:30:00,9279.00
2020-02-03 20:30:00,5940.00
2020-02-03 21:30:00,5182.00
2020-02-03 22:30:00,8270.00
2020-02-03 23:30:00,2491.00
2020-02-04 00:30:00,1271.00
2020-02-04 01:30:00,1365.00
2020-02-04 02:30:00,1124.00
2020-02-04 03:30:00,696.00
2020-02-04 04:30:00,744.00
2020-02-04 05:30:00,1413.00
2020-02-04 06:30:00,673.00
2020-02-04 07:30:00,1680.00
2020-02-04 08:30:00,4392.00
2020-02-04 09:30:00,7610.00
2020-02-04 10:30:00,9712.00
2020-02-04 11:30:00,12749.00
2020-02-04 12:30:00,10195.00
2020-02-04 13:30:00,27878.00
2020-02-04 14:30:00,9606.00
2020-02-04 15:30:00,7756.00
2020-02-04 16:30:00,13059.00
2020-02-04 17:30:00,35759.00
2020-02-04 18:30:00,21837.00
2020-02-04 19:30:00,8549.00
2020-02-04 20:30:00,5839.00
2020-02-04 21:30:00,4069.00
2020-02-04 22:30:00,3326.00
2020-02-04 23:30:00,2052.00
2020-02-05 00:30:00,1567.00
2020-02-05 01:30:00,1202.00
2020-02-05 02:30:00,970.00
2020-02-05 03:30:00,744.00
2020-02-05 04:30:00,1383.00
2020-02-05 05:30:00,1602.00
2020-02-05 06:30:00,1746.00
2020-02-05 07:30:00,3531.00
2020-02-05 08:30:00,8311.00
2020-02-05 09:30:00,16081.00
2020-02-05 10:30:00,22185.00
2020-02-05 11:30:00,24878.00
2020-02-05 12:30:00,20172.00
2020-02-05 13:30:00,25485.00
2020-02-05 14:30:00,26411.00
2020-02-05 15:30:00,19250.00
2020-02-05 16:30:00,16733.00
2020-02-05 17:30:00,12314.00
2020-02-05 18:30:00,9963.00
2020-02-05 19:30:00,6966.00
2020-02-05 20:30:00,3710.00
2020-02-05 21:30:00,3843.00
2020-02-05 22:30:00,2304.00
2020-02-05 23:30:00,1417.00
2020-02-06 00:30:00,805.00
2020-02-06 01:30:00,837.00
2020-02-06 02:30:00,592.00
2020-02-06 03:30:00,265.00
2020-02-06 04:30:00,459.00
2020-02-06 05:30:00,880.00
2020-02-06 06:30:00,759.00
2020-02-06 07:30:00,1487.00
2020-02-06 08:30:00,2774.00
2020-02-06 09:30:00,15006.00
2020-02-06 10:30:00,24557.00
2020-02-06 11:30:00,29829.00
2020-02-06 12:30:00,18428.00
2020-02-06 13:30:00,23289.00
2020-02-06 14:30:00,19632.00
2020-02-06 15:30:00,18010.00
2020-02-06 16:30:00,17511.00
2020-02-06 17:30:00,11610.00
2020-02-06 18:30:00,9278.00
2020-02-06 19:30:00,7340.00
2020-02-06 20:30:00,5159.00
2020-02-06 21:30:00,3923.00
2020-02-06 22:30:00,3278.00
2020-02-06 23:30:00,1712.00
2020-02-07 00:30:00,1145.00
2020-02-07 01:30:00,766.00
2020-02-07 02:30:00,624.00
2020-02-07 03:30:00,222.00
2020-02-07 04:30:00,550.00
2020-02-07 05:30:00,989.00
2020-02-07 06:30:00,237.00
2020-02-07 07:30:00,1108.00
2020-02-07 08:30:00,2775.00
2020-02-07 09:30:00,5266.00
2020-02-07 10:30:00,8440.00
2020-02-07 11:30:00,8609.00
2020-02-07 12:30:00,6354.00
2020-02-07 13:30:00,7740.00
2020-02-07 14:30:00,7164.00
2020-02-07 15:30:00,6417.00
2020-02-07 16:30:00,8930.00
2020-02-07 17:30:00,15459.00
2020-02-07 18:30:00,12116.00
2020-02-07 19:30:00,7107.00
2020-02-07 20:30:00,5652.00
2020-02-07 21:30:00,2546.00
2020-02-07 22:30:00,1845.00
2020-02-07 23:30:00,1453.00
2020-02-08 00:30:00,643.00
2020-02-08 01:30:00,613.00
2020-02-08 02:30:00,446.00
2020-02-08 03:30:00,393.00
2020-02-08 04:30:00,259.00
2020-02-08 05:30:00,352.00
2020-02-08 06:30:00,104.00
2020-02-08 07:30:00,330.00
2020-02-08 08:30:00,144.00
2020-02-08 11:30:00,517.00
2020-02-08 12:30:00,669.00
2020-02-08 13:30:00,1126.00
2020-02-08 14:30:00,869.00
2020-02-08 15:30:00,95.00
2020-02-08 16:30:00,108.00
2020-02-08 17:30:00,149.00
2020-02-08 18:30:00,162.00
2020-02-08 19:30:00,46.00
2020-02-08 20:30:00,94.00
2020-02-08 21:30:00,255.00
2020-02-08 22:30:00,132.00
2020-02-08 23:30:00,42.00
2020-02-09 00:30:00,54.00
2020-02-09 01:30:00,40.00
2020-02-09 02:30:00,38.00
2020-02-09 03:30:00,45.00
2020-02-09 04:30:00,36.00
2020-02-09 05:30:00,68.00
2020-02-09 06:30:00,64.00
2020-02-09 07:30:00,42.00
2020-02-09 08:30:00,69.00
2020-02-09 09:30:00,197.00
2020-02-09 10:30:00,146.00
2020-02-09 11:30:00,178.00
2020-02-09 12:30:00,120.00
2020-02-09 13:30:00,88.00
2020-02-09 14:30:00,280.00
2020-02-09 15:30:00,316.00
2020-02-09 16:30:00,156.00
2020-02-09 17:30:00,306.00
2020-02-09 18:30:00,263.00
2020-02-09 19:30:00,190.00
2020-02-09 20:30:00,213.00
2020-02-09 21:30:00,229.00
2020-02-09 22:30:00,158.00
2020-02-09 23:30:00,229.00
2020-02-10 00:00:00,229.00
2020-02-10 00:30:00,67.00
2020-02-10 01:30:00,66.00
2020-02-10 02:30:00,40.00
2020-02-10 03:30:00,36.00
2020-02-10 04:30:00,63.00
2020-02-10 05:30:00,167.00
2020-02-10 06:30:00,267.00
2020-02-10 07:30:00,1666.00
2020-02-10 08:30:00,4383.00
2020-02-10 09:30:00,8880.00
2020-02-10 10:30:00,44896.00
2020-02-10 11:30:00,33526.00
2020-02-10 12:30:00,40144.00
2020-02-10 13:30:00,35229.00
2020-02-10 14:30:00,33390.00
2020-02-10 15:30:00,30389.00
2020-02-10 16:30:00,25612.00
2020-02-10 17:30:00,18694.00
2020-02-10 18:30:00,16204.00
2020-02-10 19:30:00,9789.00
2020-02-10 20:30:00,6629.00
2020-02-10 21:30:00,4251.00
2020-02-10 22:30:00,2469.00
2020-02-10 23:30:00,1479.00
2020-02-11 00:30:00,1330.00
2020-02-11 01:30:00,567.00
2020-02-11 02:30:00,408.00
2020-02-11 03:30:00,437.00
2020-02-11 04:30:00,315.00
2020-02-11 05:30:00,1113.00
2020-02-11 06:30:00,989.00
2020-02-11 07:30:00,3260.00
2020-02-11 08:30:00,9541.00
2020-02-11 09:30:00,28225.00
2020-02-11 10:30:00,40137.00
2020-02-11 11:30:00,45319.00
2020-02-11 12:30:00,31519.00
2020-02-11 13:30:00,30071.00
2020-02-11 14:30:00,32002.00
2020-02-11 15:30:00,26354.00
2020-02-11 16:30:00,21767.00
2020-02-11 17:30:00,16655.00
2020-02-11 18:30:00,12779.00
2020-02-11 19:30:00,6892.00
2020-02-11 20:30:00,4791.00
2020-02-11 21:30:00,3779.00
2020-02-11 22:30:00,2827.00
2020-02-11 23:30:00,1251.00
2020-02-12 00:30:00,601.00
2020-02-12 01:30:00,585.00
2020-02-12 02:30:00,412.00
2020-02-12 03:30:00,587.00
2020-02-12 04:30:00,569.00
2020-02-12 05:30:00,900.00
2020-02-12 06:30:00,965.00
2020-02-12 07:30:00,2969.00
2020-02-12 08:30:00,7874.00
2020-02-12 09:30:00,19646.00
2020-02-12 10:30:00,36499.00
2020-02-12 11:30:00,38630.00
2020-02-12 12:30:00,26616.00
2020-02-12 13:30:00,26379.00
2020-02-12 14:30:00,26420.00
2020-02-12 15:30:00,23984.00
2020-02-12 16:30:00,16922.00
2020-02-12 17:30:00,15365.00
2020-02-12 18:30:00,11737.00
2020-02-12 19:30:00,7619.00
2020-02-12 20:30:00,3689.00
2020-02-12 21:30:00,3209.00
2020-02-12 22:30:00,2145.00
2020-02-12 23:30:00,1127.00
2020-02-13 00:30:00,829.00
2020-02-13 01:30:00,596.00
2020-02-13 02:30:00,344.00
2020-02-13 03:30:00,290.00
2020-02-13 04:30:00,627.00
2020-02-13 05:30:00,705.00
2020-02-13 06:30:00,1651.00
2020-02-13 07:30:00,3400.00
2020-02-13 08:30:00,9702.00
2020-02-13 09:30:00,18802.00
2020-02-13 10:30:00,29829.00
2020-02-13 11:30:00,32888.00
2020-02-13 12:30:00,25512.00
2020-02-13 13:30:00,25872.00
2020-02-13 14:30:00,25746.00
2020-02-13 15:30:00,22013.00
2020-02-13 16:30:00,17386.00
2020-02-13 17:30:00,13501.00
2020-02-13 18:30:00,10306.00
2020-02-13 19:30:00,6886.00
2020-02-13 20:30:00,4488.00
2020-02-13 21:30:00,3426.00
2020-02-13 22:30:00,1783.00
2020-02-13 23:30:00,1204.00
2020-02-14 00:30:00,991.00
2020-02-14 01:30:00,373.00
2020-02-14 02:30:00,380.00
2020-02-14 03:30:00,246.00
2020-02-14 04:30:00,268.00
2020-02-14 05:30:00,810.00
2020-02-14 06:30:00,1169.00
2020-02-14 07:30:00,2828.00
2020-02-14 08:30:00,9048.00
2020-02-14 09:30:00,19159.00
2020-02-14 10:30:00,23952.00
2020-02-14 11:30:00,30483.00
2020-02-14 12:30:00,25359.00
2020-02-14 13:30:00,31436.00
2020-02-14 14:30:00,29697.00
2020-02-14 15:30:00,24345.00
2020-02-14 16:30:00,22036.00
2020-02-14 17:30:00,17355.00
2020-02-14 18:30:00,12523.00
2020-02-14 19:30:00,7186.00
2020-02-14 20:30:00,4457.00
2020-02-14 21:30:00,3422.00
2020-02-14 22:30:00,2097.00
2020-02-14 23:30:00,1154.00
2020-02-15 00:30:00,539.00
2020-02-15 01:30:00,298.00
2020-02-15 02:30:00,429.00
2020-02-15 03:30:00,201.00
2020-02-15 04:30:00,448.00
2020-02-15 05:30:00,574.00
2020-02-15 06:30:00,443.00
2020-02-15 07:30:00,335.00
2020-02-15 08:30:00,831.00
2020-02-15 09:30:00,1139.00
2020-02-15 10:30:00,854.00
2020-02-15 11:30:00,810.00
2020-02-15 12:30:00,819.00
2020-02-15 13:30:00,960.00
2020-02-15 14:30:00,929.00
2020-02-15 15:30:00,702.00
2020-02-15 16:30:00,775.00
2020-02-15 17:30:00,700.00
2020-02-15 18:30:00,1191.00
2020-02-15 19:30:00,866.00
2020-02-15 20:30:00,486.00
2020-02-15 21:30:00,440.00
2020-02-15 22:30:00,645.00
2020-02-15 23:30:00,346.00
2020-02-16 00:30:00,217.00
2020-02-16 01:30:00,55.00
2020-02-16 02:30:00,283.00
2020-02-16 03:30:00,88.00
2020-02-16 04:30:00,101.00
2020-02-16 05:30:00,171.00
2020-02-16 06:30:00,88.00
2020-02-16 07:30:00,348.00
2020-02-16 08:30:00,897.00
2020-02-16 09:30:00,776.00
2020-02-16 10:30:00,981.00
2020-02-16 11:30:00,904.00
2020-02-16 12:30:00,1223.00
2020-02-16 13:30:00,1037.00
2020-02-16 14:30:00,992.00
2020-02-16 15:30:00,909.00
2020-02-16 16:30:00,1527.00
2020-02-16 17:30:00,1137.00
2020-02-17 09:30:00,3617.00
2020-02-17 10:30:00,13520.00
2020-02-17 11:30:00,15044.00
2020-02-17 12:30:00,10907.00
2020-02-17 13:30:00,11561.00
2020-02-17 14:30:00,16620.00
2020-02-17 15:30:00,12419.00
2020-02-17 16:30:00,7707.00
2020-02-17 17:30:00,6606.00
2020-02-17 18:30:00,4874.00
2020-02-17 19:30:00,3115.00
2020-02-17 20:30:00,1668.00
2020-02-17 21:30:00,819.00
2020-02-17 22:30:00,3152.00
2020-02-17 23:30:00,1982.00
2020-02-18 00:30:00,708.00
2020-02-18 01:30:00,561.00
2020-02-18 02:30:00,345.00
2020-02-18 03:30:00,247.00
2020-02-18 04:30:00,366.00
2020-02-18 05:30:00,478.00
2020-02-18 06:30:00,997.00
2020-02-18 07:30:00,3778.00
2020-02-18 08:30:00,10252.00
2020-02-18 09:30:00,18227.00
2020-02-18 10:30:00,32822.00
2020-02-18 11:30:00,43705.00
2020-02-18 12:30:00,27778.00
2020-02-18 13:30:00,30905.00
2020-02-18 14:30:00,31418.00
2020-02-18 15:30:00,25820.00
2020-02-18 16:30:00,24414.00
2020-02-18 17:30:00,19752.00
2020-02-18 18:30:00,15151.00
2020-02-18 19:30:00,9358.00
2020-02-18 20:30:00,7094.00
2020-02-18 21:30:00,4557.00
2020-02-18 22:30:00,3323.00
2020-02-18 23:30:00,1479.00
2020-02-19 00:30:00,910.00
2020-02-19 01:30:00,607.00
2020-02-19 02:30:00,402.00
2020-02-19 03:30:00,370.00
2020-02-19 04:30:00,436.00
2020-02-19 05:30:00,446.00
2020-02-19 06:30:00,1358.00
2020-02-19 07:30:00,3053.00
2020-02-19 08:30:00,8466.00
2020-02-19 09:30:00,18943.00
2020-02-19 10:30:00,27345.00
2020-02-19 11:30:00,30707.00
2020-02-19 12:30:00,24932.00
2020-02-19 13:30:00,26665.00
2020-02-19 14:30:00,32337.00
2020-02-19 15:30:00,25782.00
2020-02-19 16:30:00,23083.00
2020-02-19 17:30:00,18466.00
2020-02-19 18:30:00,14514.00
2020-02-19 19:30:00,8659.00
2020-02-19 20:30:00,4547.00
2020-02-19 21:30:00,3565.00
2020-02-19 22:30:00,2925.00
2020-02-19 23:30:00,971.00
2020-02-20 00:30:00,840.00
2020-02-20 01:30:00,437.00
2020-02-20 02:30:00,562.00
2020-02-20 03:30:00,169.00
2020-02-20 04:30:00,283.00
2020-02-20 05:30:00,659.00
2020-02-20 06:30:00,1954.00
2020-02-20 07:30:00,3579.00
2020-02-20 08:30:00,8477.00
2020-02-20 09:30:00,17352.00
2020-02-20 10:30:00,25799.00
2020-02-20 11:30:00,28764.00
2020-02-20 12:30:00,23460.00
2020-02-20 13:30:00,26226.00
2020-02-20 14:30:00,32851.00
2020-02-20 15:30:00,22919.00
2020-02-20 16:30:00,20978.00
2020-02-20 17:30:00,17519.00
2020-02-20 18:30:00,15122.00
2020-02-20 19:30:00,8464.00
2020-02-20 20:30:00,4365.00
2020-02-20 21:30:00,3121.00
2020-02-20 22:30:00,3057.00
2020-02-20 23:30:00,1086.00
2020-02-21 00:30:00,984.00
2020-02-21 01:30:00,488.00
2020-02-21 02:30:00,630.00
2020-02-21 03:30:00,349.00
2020-02-21 04:30:00,239.00
2020-02-21 05:30:00,742.00
2020-02-21 06:30:00,727.00
2020-02-21 07:30:00,1954.00
2020-02-21 08:30:00,5123.00
2020-02-21 09:30:00,10251.00
2020-02-21 10:30:00,17411.00
2020-02-21 11:30:00,22033.00
2020-02-21 12:30:00,14882.00
2020-02-21 13:30:00,19052.00
2020-02-21 14:30:00,19697.00
2020-02-21 15:30:00,13278.00
2020-02-21 16:30:00,12998.00
2020-02-21 17:30:00,9789.00
2020-02-21 18:30:00,7537.00
2020-02-21 19:30:00,4938.00
2020-02-21 20:30:00,2958.00
2020-02-21 21:30:00,1893.00
2020-02-21 22:30:00,1479.00
2020-02-21 23:30:00,1167.00
2020-02-22 00:30:00,434.00
2020-02-22 01:30:00,351.00
2020-02-22 02:30:00,367.00
2020-02-22 03:30:00,306.00
2020-02-22 04:30:00,178.00
2020-02-22 05:30:00,476.00
2020-02-22 06:30:00,293.00
2020-02-22 07:30:00,244.00
2020-02-22 08:30:00,333.00
2020-02-22 09:30:00,1025.00
2020-02-22 10:30:00,932.00
2020-02-22 11:30:00,1349.00
2020-02-22 12:30:00,910.00
2020-02-22 13:30:00,1084.00
2020-02-22 14:30:00,1620.00
2020-02-22 15:30:00,494.00
